@RELATION WIPO\data\wipotest.arff

@ATTRIBUTE	 attr1	numeric
@ATTRIBUTE	 attr2	numeric
@ATTRIBUTE	 attr3	numeric
@ATTRIBUTE	 attr4	numeric
@ATTRIBUTE	 attr5	numeric
@ATTRIBUTE	 attr6	numeric
@ATTRIBUTE	 attr7	numeric
@ATTRIBUTE	 attr8	numeric
@ATTRIBUTE	 attr9	numeric
@ATTRIBUTE	 attr10	numeric
@ATTRIBUTE	 attr11	numeric
@ATTRIBUTE	 attr12	numeric
@ATTRIBUTE	 attr13	numeric
@ATTRIBUTE	 attr14	numeric
@ATTRIBUTE	 attr15	numeric
@ATTRIBUTE	 attr16	numeric
@ATTRIBUTE	 attr17	numeric
@ATTRIBUTE	 attr18	numeric
@ATTRIBUTE	 attr19	numeric
@ATTRIBUTE	 attr20	numeric
@ATTRIBUTE	 attr21	numeric
@ATTRIBUTE	 attr22	numeric
@ATTRIBUTE	 attr23	numeric
@ATTRIBUTE	 attr24	numeric
@ATTRIBUTE	 attr25	numeric
@ATTRIBUTE	 attr26	numeric
@ATTRIBUTE	 attr27	numeric
@ATTRIBUTE	 attr28	numeric
@ATTRIBUTE	 attr29	numeric
@ATTRIBUTE	 attr30	numeric
@ATTRIBUTE	 attr31	numeric
@ATTRIBUTE	 attr32	numeric
@ATTRIBUTE	 attr33	numeric
@ATTRIBUTE	 attr34	numeric
@ATTRIBUTE	 attr35	numeric
@ATTRIBUTE	 attr36	numeric
@ATTRIBUTE	 attr37	numeric
@ATTRIBUTE	 attr38	numeric
@ATTRIBUTE	 attr39	numeric
@ATTRIBUTE	 attr40	numeric
@ATTRIBUTE	 attr41	numeric
@ATTRIBUTE	 attr42	numeric
@ATTRIBUTE	 attr43	numeric
@ATTRIBUTE	 attr44	numeric
@ATTRIBUTE	 attr45	numeric
@ATTRIBUTE	 attr46	numeric
@ATTRIBUTE	 attr47	numeric
@ATTRIBUTE	 attr48	numeric
@ATTRIBUTE	 attr49	numeric
@ATTRIBUTE	 attr50	numeric
@ATTRIBUTE	 attr51	numeric
@ATTRIBUTE	 attr52	numeric
@ATTRIBUTE	 attr53	numeric
@ATTRIBUTE	 attr54	numeric
@ATTRIBUTE	 attr55	numeric
@ATTRIBUTE	 attr56	numeric
@ATTRIBUTE	 attr57	numeric
@ATTRIBUTE	 attr58	numeric
@ATTRIBUTE	 attr59	numeric
@ATTRIBUTE	 attr60	numeric
@ATTRIBUTE	 attr61	numeric
@ATTRIBUTE	 attr62	numeric
@ATTRIBUTE	 attr63	numeric
@ATTRIBUTE	 attr64	numeric
@ATTRIBUTE	 attr65	numeric
@ATTRIBUTE	 attr66	numeric
@ATTRIBUTE	 attr67	numeric
@ATTRIBUTE	 attr68	numeric
@ATTRIBUTE	 attr69	numeric
@ATTRIBUTE	 attr70	numeric
@ATTRIBUTE	 attr71	numeric
@ATTRIBUTE	 attr72	numeric
@ATTRIBUTE	 attr73	numeric
@ATTRIBUTE	 attr74	numeric
@ATTRIBUTE	 attr75	numeric
@ATTRIBUTE	 attr76	numeric
@ATTRIBUTE	 attr77	numeric
@ATTRIBUTE	 attr78	numeric
@ATTRIBUTE	 attr79	numeric
@ATTRIBUTE	 attr80	numeric
@ATTRIBUTE	 attr81	numeric
@ATTRIBUTE	 attr82	numeric
@ATTRIBUTE	 attr83	numeric
@ATTRIBUTE	 attr84	numeric
@ATTRIBUTE	 attr85	numeric
@ATTRIBUTE	 attr86	numeric
@ATTRIBUTE	 attr87	numeric
@ATTRIBUTE	 attr88	numeric
@ATTRIBUTE	 attr89	numeric
@ATTRIBUTE	 attr90	numeric
@ATTRIBUTE	 attr91	numeric
@ATTRIBUTE	 attr92	numeric
@ATTRIBUTE	 attr93	numeric
@ATTRIBUTE	 attr94	numeric
@ATTRIBUTE	 attr95	numeric
@ATTRIBUTE	 attr96	numeric
@ATTRIBUTE	 attr97	numeric
@ATTRIBUTE	 attr98	numeric
@ATTRIBUTE	 attr99	numeric
@ATTRIBUTE	 attr100	numeric
@ATTRIBUTE	 attr101	numeric
@ATTRIBUTE	 attr102	numeric
@ATTRIBUTE	 attr103	numeric
@ATTRIBUTE	 attr104	numeric
@ATTRIBUTE	 attr105	numeric
@ATTRIBUTE	 attr106	numeric
@ATTRIBUTE	 attr107	numeric
@ATTRIBUTE	 attr108	numeric
@ATTRIBUTE	 attr109	numeric
@ATTRIBUTE	 attr110	numeric
@ATTRIBUTE	 attr111	numeric
@ATTRIBUTE	 attr112	numeric
@ATTRIBUTE	 attr113	numeric
@ATTRIBUTE	 attr114	numeric
@ATTRIBUTE	 attr115	numeric
@ATTRIBUTE	 attr116	numeric
@ATTRIBUTE	 attr117	numeric
@ATTRIBUTE	 attr118	numeric
@ATTRIBUTE	 attr119	numeric
@ATTRIBUTE	 attr120	numeric
@ATTRIBUTE	 attr121	numeric
@ATTRIBUTE	 attr122	numeric
@ATTRIBUTE	 attr123	numeric
@ATTRIBUTE	 attr124	numeric
@ATTRIBUTE	 attr125	numeric
@ATTRIBUTE	 attr126	numeric
@ATTRIBUTE	 attr127	numeric
@ATTRIBUTE	 attr128	numeric
@ATTRIBUTE	 attr129	numeric
@ATTRIBUTE	 attr130	numeric
@ATTRIBUTE	 attr131	numeric
@ATTRIBUTE	 attr132	numeric
@ATTRIBUTE	 attr133	numeric
@ATTRIBUTE	 attr134	numeric
@ATTRIBUTE	 attr135	numeric
@ATTRIBUTE	 attr136	numeric
@ATTRIBUTE	 attr137	numeric
@ATTRIBUTE	 attr138	numeric
@ATTRIBUTE	 attr139	numeric
@ATTRIBUTE	 attr140	numeric
@ATTRIBUTE	 attr141	numeric
@ATTRIBUTE	 attr142	numeric
@ATTRIBUTE	 attr143	numeric
@ATTRIBUTE	 attr144	numeric
@ATTRIBUTE	 attr145	numeric
@ATTRIBUTE	 attr146	numeric
@ATTRIBUTE	 attr147	numeric
@ATTRIBUTE	 attr148	numeric
@ATTRIBUTE	 attr149	numeric
@ATTRIBUTE	 attr150	numeric
@ATTRIBUTE	 attr151	numeric
@ATTRIBUTE	 attr152	numeric
@ATTRIBUTE	 attr153	numeric
@ATTRIBUTE	 attr154	numeric
@ATTRIBUTE	 attr155	numeric
@ATTRIBUTE	 attr156	numeric
@ATTRIBUTE	 attr157	numeric
@ATTRIBUTE	 attr158	numeric
@ATTRIBUTE	 attr159	numeric
@ATTRIBUTE	 attr160	numeric
@ATTRIBUTE	 attr161	numeric
@ATTRIBUTE	 attr162	numeric
@ATTRIBUTE	 attr163	numeric
@ATTRIBUTE	 attr164	numeric
@ATTRIBUTE	 attr165	numeric
@ATTRIBUTE	 attr166	numeric
@ATTRIBUTE	 attr167	numeric
@ATTRIBUTE	 attr168	numeric
@ATTRIBUTE	 attr169	numeric
@ATTRIBUTE	 attr170	numeric
@ATTRIBUTE	 attr171	numeric
@ATTRIBUTE	 attr172	numeric
@ATTRIBUTE	 attr173	numeric
@ATTRIBUTE	 attr174	numeric
@ATTRIBUTE	 attr175	numeric
@ATTRIBUTE	 attr176	numeric
@ATTRIBUTE	 attr177	numeric
@ATTRIBUTE	 attr178	numeric
@ATTRIBUTE	 attr179	numeric
@ATTRIBUTE	 attr180	numeric
@ATTRIBUTE	 attr181	numeric
@ATTRIBUTE	 attr182	numeric
@ATTRIBUTE	 attr183	numeric
@ATTRIBUTE	 attr184	numeric
@ATTRIBUTE	 attr185	numeric
@ATTRIBUTE	 attr186	numeric
@ATTRIBUTE	 attr187	numeric
@ATTRIBUTE	 attr188	numeric
@ATTRIBUTE	 attr189	numeric
@ATTRIBUTE	 attr190	numeric
@ATTRIBUTE	 attr191	numeric
@ATTRIBUTE	 attr192	numeric
@ATTRIBUTE	 attr193	numeric
@ATTRIBUTE	 attr194	numeric
@ATTRIBUTE	 attr195	numeric
@ATTRIBUTE	 attr196	numeric
@ATTRIBUTE	 attr197	numeric
@ATTRIBUTE	 attr198	numeric
@ATTRIBUTE	 attr199	numeric
@ATTRIBUTE	 attr200	numeric
@ATTRIBUTE	 attr201	numeric
@ATTRIBUTE	 attr202	numeric
@ATTRIBUTE	 attr203	numeric
@ATTRIBUTE	 attr204	numeric
@ATTRIBUTE	 attr205	numeric
@ATTRIBUTE	 attr206	numeric
@ATTRIBUTE	 attr207	numeric
@ATTRIBUTE	 attr208	numeric
@ATTRIBUTE	 attr209	numeric
@ATTRIBUTE	 attr210	numeric
@ATTRIBUTE	 attr211	numeric
@ATTRIBUTE	 attr212	numeric
@ATTRIBUTE	 attr213	numeric
@ATTRIBUTE	 attr214	numeric
@ATTRIBUTE	 attr215	numeric
@ATTRIBUTE	 attr216	numeric
@ATTRIBUTE	 attr217	numeric
@ATTRIBUTE	 attr218	numeric
@ATTRIBUTE	 attr219	numeric
@ATTRIBUTE	 attr220	numeric
@ATTRIBUTE	 attr221	numeric
@ATTRIBUTE	 attr222	numeric
@ATTRIBUTE	 attr223	numeric
@ATTRIBUTE	 attr224	numeric
@ATTRIBUTE	 attr225	numeric
@ATTRIBUTE	 attr226	numeric
@ATTRIBUTE	 attr227	numeric
@ATTRIBUTE	 attr228	numeric
@ATTRIBUTE	 attr229	numeric
@ATTRIBUTE	 attr230	numeric
@ATTRIBUTE	 attr231	numeric
@ATTRIBUTE	 attr232	numeric
@ATTRIBUTE	 attr233	numeric
@ATTRIBUTE	 attr234	numeric
@ATTRIBUTE	 attr235	numeric
@ATTRIBUTE	 attr236	numeric
@ATTRIBUTE	 attr237	numeric
@ATTRIBUTE	 attr238	numeric
@ATTRIBUTE	 attr239	numeric
@ATTRIBUTE	 attr240	numeric
@ATTRIBUTE	 attr241	numeric
@ATTRIBUTE	 attr242	numeric
@ATTRIBUTE	 attr243	numeric
@ATTRIBUTE	 attr244	numeric
@ATTRIBUTE	 attr245	numeric
@ATTRIBUTE	 attr246	numeric
@ATTRIBUTE	 attr247	numeric
@ATTRIBUTE	 attr248	numeric
@ATTRIBUTE	 attr249	numeric
@ATTRIBUTE	 attr250	numeric
@ATTRIBUTE	 attr251	numeric
@ATTRIBUTE	 attr252	numeric
@ATTRIBUTE	 attr253	numeric
@ATTRIBUTE	 attr254	numeric
@ATTRIBUTE	 attr255	numeric
@ATTRIBUTE	 attr256	numeric
@ATTRIBUTE	 attr257	numeric
@ATTRIBUTE	 attr258	numeric
@ATTRIBUTE	 attr259	numeric
@ATTRIBUTE	 attr260	numeric
@ATTRIBUTE	 attr261	numeric
@ATTRIBUTE	 attr262	numeric
@ATTRIBUTE	 attr263	numeric
@ATTRIBUTE	 attr264	numeric
@ATTRIBUTE	 attr265	numeric
@ATTRIBUTE	 attr266	numeric
@ATTRIBUTE	 attr267	numeric
@ATTRIBUTE	 attr268	numeric
@ATTRIBUTE	 attr269	numeric
@ATTRIBUTE	 attr270	numeric
@ATTRIBUTE	 attr271	numeric
@ATTRIBUTE	 attr272	numeric
@ATTRIBUTE	 attr273	numeric
@ATTRIBUTE	 attr274	numeric
@ATTRIBUTE	 attr275	numeric
@ATTRIBUTE	 attr276	numeric
@ATTRIBUTE	 attr277	numeric
@ATTRIBUTE	 attr278	numeric
@ATTRIBUTE	 attr279	numeric
@ATTRIBUTE	 attr280	numeric
@ATTRIBUTE	 attr281	numeric
@ATTRIBUTE	 attr282	numeric
@ATTRIBUTE	 attr283	numeric
@ATTRIBUTE	 attr284	numeric
@ATTRIBUTE	 attr285	numeric
@ATTRIBUTE	 attr286	numeric
@ATTRIBUTE	 attr287	numeric
@ATTRIBUTE	 attr288	numeric
@ATTRIBUTE	 attr289	numeric
@ATTRIBUTE	 attr290	numeric
@ATTRIBUTE	 attr291	numeric
@ATTRIBUTE	 attr292	numeric
@ATTRIBUTE	 attr293	numeric
@ATTRIBUTE	 attr294	numeric
@ATTRIBUTE	 attr295	numeric
@ATTRIBUTE	 attr296	numeric
@ATTRIBUTE	 attr297	numeric
@ATTRIBUTE	 attr298	numeric
@ATTRIBUTE	 attr299	numeric
@ATTRIBUTE	 attr300	numeric
@ATTRIBUTE	 attr301	numeric
@ATTRIBUTE	 attr302	numeric
@ATTRIBUTE	 attr303	numeric
@ATTRIBUTE	 attr304	numeric
@ATTRIBUTE	 attr305	numeric
@ATTRIBUTE	 attr306	numeric
@ATTRIBUTE	 attr307	numeric
@ATTRIBUTE	 attr308	numeric
@ATTRIBUTE	 attr309	numeric
@ATTRIBUTE	 attr310	numeric
@ATTRIBUTE	 attr311	numeric
@ATTRIBUTE	 attr312	numeric
@ATTRIBUTE	 attr313	numeric
@ATTRIBUTE	 attr314	numeric
@ATTRIBUTE	 attr315	numeric
@ATTRIBUTE	 attr316	numeric
@ATTRIBUTE	 attr317	numeric
@ATTRIBUTE	 attr318	numeric
@ATTRIBUTE	 attr319	numeric
@ATTRIBUTE	 attr320	numeric
@ATTRIBUTE	 attr321	numeric
